row,scale,fit_x_slope,fit_x_offset,fit_y_slope,fit_y_offset,expected_if_sx_plus_sm1,kernel,input,sci,excursion,star,psr_tag,psr,wht_min,wht_max,wht_neg_frac,estimate,tag,coverage,sci_stats,n,wht_pos_min,iscale,output_level,area_normalised_total,input_total,output_area_normalised,ratio,exps,measured_rate,expected_rate,region,native_pos_frac,sup_pos_frac,both_frac,native_not_sup_frac,sup_not_native_frac,n_eff,sci_max_both,sci_max_native_only,sci_equal,wht_equal,max_diff,total_exptime
kxscale,4,,,,,,point,A,"{""min"": 0.0, ""max"": 100.0306625366211, ""mean"": 6.249984078316225, ""median"": 0.0, ""p1"": 0.0, ""p5"": 0.0, ""p95"": 99.99124145507812, ""p99"": 100.00988571166992, ""neg_frac"": 0.0, ""pos_frac"": 0.0625, ""nonfinite"": 0.0}","{""valid_support_pixels"": 2304, ""sci_min"": 99.96100616455078, ""sci_max"": 100.0306625366211, ""below_input_min"": 0.0, ""above_input_max"": 0.0, ""overshoot_factor_max"": 1.0, ""undershoot_factor_min"": 1.0, ""neg_frac_on_support"": 0.0}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kxscale,4,,,,,,point,B,"{""min"": 0.0, ""max"": 1099.9915771484375, ""mean"": 6.633489705208275, ""median"": 0.0, ""p1"": 0.0, ""p5"": 0.0, ""p95"": 99.99166717529297, ""p99"": 100.01289169311524, ""neg_frac"": 0.0, ""pos_frac"": 0.0625, ""nonfinite"": 0.0}","{""valid_support_pixels"": 2304, ""sci_min"": 99.96451568603516, ""sci_max"": 1099.9915771484375, ""below_input_min"": 0.0, ""above_input_max"": 0.0, ""overshoot_factor_max"": 1.0, ""undershoot_factor_min"": 1.0, ""neg_frac_on_support"": 0.0}","{""aperture_sum"": 7667.689636230469, ""background"": 0.0, ""peak"": 1099.9915771484375, ""centroid_x"": 98.99998095957183, ""centroid_y"": 99.00000671827817, ""fwhm"": null, ""n_aperture_pix"": 113}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kxscale,1,,,,,,turbo,A,"{""min"": 99.96100616455078, ""max"": 100.0306625366211, ""mean"": 99.9997452530596, ""median"": 99.99960327148438, ""p1"": 99.97635025024414, ""p5"": 99.98395004272462, ""p95"": 100.01642684936523, ""p99"": 100.0223226928711, ""neg_frac"": 0.0, ""pos_frac"": 1.0, ""nonfinite"": 0.0}","{""valid_support_pixels"": 2304, ""sci_min"": 99.96100616455078, ""sci_max"": 100.0306625366211, ""below_input_min"": 0.0, ""above_input_max"": 0.0, ""overshoot_factor_max"": 1.0, ""undershoot_factor_min"": 1.0, ""neg_frac_on_support"": 0.0}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kxscale,1,,,,,,turbo,B,"{""min"": 99.96451568603516, ""max"": 1099.9915771484375, ""mean"": 106.1358352833324, ""median"": 100.00080490112305, ""p1"": 99.97582695007324, ""p5"": 99.98397636413574, ""p95"": 100.27717514038086, ""p99"": 269.01350463867186, ""neg_frac"": 0.0, ""pos_frac"": 1.0, ""nonfinite"": 0.0}","{""valid_support_pixels"": 2304, ""sci_min"": 99.96451568603516, ""sci_max"": 1099.9915771484375, ""below_input_min"": 0.0, ""above_input_max"": 0.0, ""overshoot_factor_max"": 1.0, ""undershoot_factor_min"": 1.0, ""neg_frac_on_support"": 0.0}","{""aperture_sum"": 14132.57508468628, ""background"": 99.99786758422852, ""peak"": 999.993709564209, ""centroid_x"": 24.000003280635713, ""centroid_y"": 24.000021366509948, ""fwhm"": 1.0, ""n_aperture_pix"": 113}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kxscale,2,,,,,,turbo,A,"{""min"": 0.0, ""max"": 100.0306625366211, ""mean"": 71.017572902143, ""median"": 99.99442291259766, ""p1"": 0.0, ""p5"": 0.0, ""p95"": 100.01383972167969, ""p99"": 100.02006530761719, ""neg_frac"": 0.0, ""pos_frac"": 0.7101779513888888, ""nonfinite"": 0.0}","{""valid_support_pixels"": 2304, ""sci_min"": 99.96100616455078, ""sci_max"": 100.0306625366211, ""below_input_min"": 0.0, ""above_input_max"": 0.0, ""overshoot_factor_max"": 1.0, ""undershoot_factor_min"": 1.0, ""neg_frac_on_support"": 0.0}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kxscale,2,,,,,,turbo,B,"{""min"": 0.0, ""max"": 1099.9915771484375, ""mean"": 75.20282696104712, ""median"": 99.9951171875, ""p1"": 0.0, ""p5"": 0.0, ""p95"": 100.02164459228516, ""p99"": 208.36550903320312, ""neg_frac"": 0.0, ""pos_frac"": 0.7101779513888888, ""nonfinite"": 0.0}","{""valid_support_pixels"": 2304, ""sci_min"": 99.96451568603516, ""sci_max"": 1099.9915771484375, ""below_input_min"": 0.0, ""above_input_max"": 0.0, ""overshoot_factor_max"": 1.0, ""undershoot_factor_min"": 1.0, ""neg_frac_on_support"": 0.0}","{""aperture_sum"": 30300.473274230957, ""background"": 100.50955963134766, ""peak"": 999.4820175170898, ""centroid_x"": 48.74900578260876, ""centroid_y"": 48.52333467161986, ""fwhm"": 1.0, ""n_aperture_pix"": 113}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kxscale,3,,,,,,turbo,A,"{""min"": 0.0, ""max"": 100.0306625366211, ""mean"": 36.78613325806312, ""median"": 0.0, ""p1"": 0.0, ""p5"": 0.0, ""p95"": 100.0107421875, ""p99"": 100.01881103515625, ""neg_frac"": 0.0, ""pos_frac"": 0.36786265432098764, ""nonfinite"": 0.0}","{""valid_support_pixels"": 2304, ""sci_min"": 99.96100616455078, ""sci_max"": 100.0306625366211, ""below_input_min"": 0.0, ""above_input_max"": 0.0, ""overshoot_factor_max"": 1.0, ""undershoot_factor_min"": 1.0, ""neg_frac_on_support"": 0.0}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kxscale,3,,,,,,turbo,B,"{""min"": 0.0, ""max"": 1099.9915771484375, ""mean"": 38.799569459609046, ""median"": 0.0, ""p1"": 0.0, ""p5"": 0.0, ""p95"": 100.01384735107422, ""p99"": 103.85293922424317, ""neg_frac"": 0.0, ""pos_frac"": 0.36786265432098764, ""nonfinite"": 0.0}","{""valid_support_pixels"": 2304, ""sci_min"": 99.96451568603516, ""sci_max"": 1099.9915771484375, ""below_input_min"": 0.0, ""above_input_max"": 0.0, ""overshoot_factor_max"": 1.0, ""undershoot_factor_min"": 1.0, ""neg_frac_on_support"": 0.0}","{""aperture_sum"": 31628.22232055664, ""background"": 0.0, ""peak"": 1099.9915771484375, ""centroid_x"": 74.18254051453805, ""centroid_y"": 73.37729315209032, ""fwhm"": 1.0, ""n_aperture_pix"": 113}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kxscale,4,,,,,,turbo,A,"{""min"": 0.0, ""max"": 100.0306625366211, ""mean"": 20.91463951145609, ""median"": 0.0, ""p1"": 0.0, ""p5"": 0.0, ""p95"": 100.00682067871094, ""p99"": 100.0163345336914, ""neg_frac"": 0.0, ""pos_frac"": 0.20914713541666666, ""nonfinite"": 0.0}","{""valid_support_pixels"": 2304, ""sci_min"": 99.96100616455078, ""sci_max"": 100.0306625366211, ""below_input_min"": 0.0, ""above_input_max"": 0.0, ""overshoot_factor_max"": 1.0, ""undershoot_factor_min"": 1.0, ""neg_frac_on_support"": 0.0}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kxscale,4,,,,,,turbo,B,"{""min"": 0.0, ""max"": 1099.9915771484375, ""mean"": 22.0890944927103, ""median"": 0.0, ""p1"": 0.0, ""p5"": 0.0, ""p95"": 100.0087661743164, ""p99"": 100.11200317382816, ""neg_frac"": 0.0, ""pos_frac"": 0.20914713541666666, ""nonfinite"": 0.0}","{""valid_support_pixels"": 2304, ""sci_min"": 99.96451568603516, ""sci_max"": 1099.9915771484375, ""below_input_min"": 0.0, ""above_input_max"": 0.0, ""overshoot_factor_max"": 1.0, ""undershoot_factor_min"": 1.0, ""neg_frac_on_support"": 0.0}","{""aperture_sum"": 24422.13458251953, ""background"": 0.0, ""peak"": 1099.9915771484375, ""centroid_x"": 99.34785437303901, ""centroid_y"": 98.84690954418014, ""fwhm"": 1.0, ""n_aperture_pix"": 113}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kxscale,1,,,,,,gaussian,A,"{""min"": 99.97110748291016, ""max"": 100.02369689941406, ""mean"": 99.99975449177954, ""median"": 99.99969100952148, ""p1"": 99.98131439208984, ""p5"": 99.98679847717285, ""p95"": 100.0131820678711, ""p99"": 100.0181803894043, ""neg_frac"": 0.0, ""pos_frac"": 1.0, ""nonfinite"": 0.0}","{""valid_support_pixels"": 2304, ""sci_min"": 99.97110748291016, ""sci_max"": 100.02369689941406, ""below_input_min"": 0.010101318359375, ""above_input_max"": -0.00696563720703125, ""overshoot_factor_max"": 0.9999303649797933, ""undershoot_factor_min"": 1.0001010525878735, ""neg_frac_on_support"": 0.0}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kxscale,1,,,,,,gaussian,B,"{""min"": 99.96985626220703, ""max"": 1056.2017822265625, ""mean"": 106.13584470417764, ""median"": 100.00059127807617, ""p1"": 99.98092903137207, ""p5"": 99.98710975646972, ""p95"": 100.41398010253906, ""p99"": 274.25494781494143, ""neg_frac"": 0.0, ""pos_frac"": 1.0, ""nonfinite"": 0.0}","{""valid_support_pixels"": 2304, ""sci_min"": 99.96985626220703, ""sci_max"": 1056.2017822265625, ""below_input_min"": 0.005340576171875, ""above_input_max"": -43.789794921875, ""overshoot_factor_max"": 0.9601907907009675, ""undershoot_factor_min"": 1.0000534247191137, ""neg_frac_on_support"": 0.0}","{""aperture_sum"": 14129.808486938477, ""background"": 99.99787139892578, ""peak"": 956.2039108276367, ""centroid_x"": 24.00000528935328, ""centroid_y"": 24.00001501871799, ""fwhm"": 1.0, ""n_aperture_pix"": 113}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kxscale,2,,,,,,gaussian,A,"{""min"": 99.96100616455078, ""max"": 100.0306625366211, ""mean"": 99.9997512747844, ""median"": 99.99970245361328, ""p1"": 99.98125038146972, ""p5"": 99.9873104095459, ""p95"": 100.01213073730469, ""p99"": 100.01816215515137, ""neg_frac"": 0.0, ""pos_frac"": 1.0, ""nonfinite"": 0.0}","{""valid_support_pixels"": 9216, ""sci_min"": 99.96100616455078, ""sci_max"": 100.0306625366211, ""below_input_min"": 0.0, ""above_input_max"": 0.0, ""overshoot_factor_max"": 1.0, ""undershoot_factor_min"": 1.0, ""neg_frac_on_support"": 0.0}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kxscale,2,,,,,,gaussian,B,"{""min"": 99.96451568603516, ""max"": 1099.9915771484375, ""mean"": 106.13581854270564, ""median"": 100.00057220458984, ""p1"": 99.98137893676758, ""p5"": 99.98755264282227, ""p95"": 100.3159351348877, ""p99"": 318.7796630859375, ""neg_frac"": 0.0, ""pos_frac"": 1.0, ""nonfinite"": 0.0}","{""valid_support_pixels"": 9216, ""sci_min"": 99.96451568603516, ""sci_max"": 1099.9915771484375, ""below_input_min"": 0.0, ""above_input_max"": 0.0, ""overshoot_factor_max"": 1.0, ""undershoot_factor_min"": 1.0, ""neg_frac_on_support"": 0.0}","{""aperture_sum"": 47838.039669036865, ""background"": 102.34367752075195, ""peak"": 997.6478996276855, ""centroid_x"": 48.99998353233604, ""centroid_y"": 49.00000810943458, ""fwhm"": 1.0, ""n_aperture_pix"": 113}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kxscale,3,,,,,,gaussian,A,"{""min"": 0.0, ""max"": 100.0306625366211, ""mean"": 98.61568044953876, ""median"": 99.99939727783203, ""p1"": 0.0, ""p5"": 99.98216247558594, ""p95"": 100.01638793945312, ""p99"": 100.02232360839844, ""neg_frac"": 0.0, ""pos_frac"": 0.9861593364197531, ""nonfinite"": 0.0}","{""valid_support_pixels"": 20449, ""sci_min"": 99.96100616455078, ""sci_max"": 100.0306625366211, ""below_input_min"": 0.0, ""above_input_max"": 0.0, ""overshoot_factor_max"": 1.0, ""undershoot_factor_min"": 1.0, ""neg_frac_on_support"": 0.0}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kxscale,3,,,,,,gaussian,B,"{""min"": 0.0, ""max"": 1099.9915771484375, ""mean"": 104.75175899487955, ""median"": 100.00057220458984, ""p1"": 0.0, ""p5"": 99.9824047088623, ""p95"": 100.27721405029297, ""p99"": 269.0137023925781, ""neg_frac"": 0.0, ""pos_frac"": 0.9861593364197531, ""nonfinite"": 0.0}","{""valid_support_pixels"": 20449, ""sci_min"": 99.96451568603516, ""sci_max"": 1099.9915771484375, ""below_input_min"": 0.0, ""above_input_max"": 0.0, ""overshoot_factor_max"": 1.0, ""undershoot_factor_min"": 1.0, ""neg_frac_on_support"": 0.0}","{""aperture_sum"": 65370.398849487305, ""background"": 155.6426544189453, ""peak"": 944.3489227294922, ""centroid_x"": 73.44049964118851, ""centroid_y"": 73.44053275468288, ""fwhm"": 1.0, ""n_aperture_pix"": 113}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kxscale,4,,,,,,gaussian,A,"{""min"": 0.0, ""max"": 100.0306625366211, ""mean"": 55.47132025286555, ""median"": 99.98717498779297, ""p1"": 0.0, ""p5"": 0.0, ""p95"": 100.01338195800781, ""p99"": 100.02049255371094, ""neg_frac"": 0.0, ""pos_frac"": 0.5547146267361112, ""nonfinite"": 0.0}","{""valid_support_pixels"": 20449, ""sci_min"": 99.96100616455078, ""sci_max"": 100.0306625366211, ""below_input_min"": 0.0, ""above_input_max"": 0.0, ""overshoot_factor_max"": 1.0, ""undershoot_factor_min"": 1.0, ""neg_frac_on_support"": 0.0}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kxscale,4,,,,,,gaussian,B,"{""min"": 0.0, ""max"": 1099.9915771484375, ""mean"": 58.92286443461975, ""median"": 99.98729705810547, ""p1"": 0.0, ""p5"": 0.0, ""p95"": 100.0198745727539, ""p99"": 155.63480590820313, ""neg_frac"": 0.0, ""pos_frac"": 0.5547146267361112, ""nonfinite"": 0.0}","{""valid_support_pixels"": 20449, ""sci_min"": 99.96451568603516, ""sci_max"": 1099.9915771484375, ""below_input_min"": 0.0, ""above_input_max"": 0.0, ""overshoot_factor_max"": 1.0, ""undershoot_factor_min"": 1.0, ""neg_frac_on_support"": 0.0}","{""aperture_sum"": 31024.27328491211, ""background"": 208.36550903320312, ""peak"": 891.6260681152344, ""centroid_x"": 98.47157609558505, ""centroid_y"": 98.47161712043362, ""fwhm"": 3.0, ""n_aperture_pix"": 113}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
psr,,,,,,,square,,,"{""valid_support_pixels"": 20449, ""sci_min"": 99.96451568603516, ""sci_max"": 1099.9915771484375, ""below_input_min"": 0.0, ""above_input_max"": 0.0, ""overshoot_factor_max"": 1.0, ""undershoot_factor_min"": 1.0, ""neg_frac_on_support"": 0.0}","{""aperture_sum"": 65370.39924621582, ""background"": 155.6426544189453, ""peak"": 944.3489227294922, ""centroid_x"": 73.44049963291306, ""centroid_y"": 73.4405327655477, ""fwhm"": 1.0, ""n_aperture_pix"": 113}",current1,1.0,0.0,0.1111111119389534,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
psr,,,,,,,square,,,"{""valid_support_pixels"": 20449, ""sci_min"": 99.96451568603516, ""sci_max"": 1099.9915771484375, ""below_input_min"": 0.0, ""above_input_max"": 0.0, ""overshoot_factor_max"": 1.0, ""undershoot_factor_min"": 1.0, ""neg_frac_on_support"": 0.0}","{""aperture_sum"": 65370.39924621582, ""background"": 155.6426544189453, ""peak"": 944.3489227294922, ""centroid_x"": 73.44049963291306, ""centroid_y"": 73.4405327655477, ""fwhm"": 1.0, ""n_aperture_pix"": 113}",inv_1_over_s,0.3333333333333333,0.0,0.1111111119389534,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
psr,,,,,,,square,,,"{""valid_support_pixels"": 20449, ""sci_min"": 99.96451568603516, ""sci_max"": 1099.9915771484375, ""below_input_min"": 0.0, ""above_input_max"": 0.0, ""overshoot_factor_max"": 1.0, ""undershoot_factor_min"": 1.0, ""neg_frac_on_support"": 0.0}","{""aperture_sum"": 65370.39924621582, ""background"": 155.6426544189453, ""peak"": 944.3489227294922, ""centroid_x"": 73.44049963291306, ""centroid_y"": 73.4405327655477, ""fwhm"": 1.0, ""n_aperture_pix"": 113}",none,,0.0,0.1111111119389534,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
psr,,,,,,,square,,,"{""valid_support_pixels"": 20449, ""sci_min"": 99.96451568603516, ""sci_max"": 1099.9915771484375, ""below_input_min"": 0.0, ""above_input_max"": 0.0, ""overshoot_factor_max"": 1.0, ""undershoot_factor_min"": 1.0, ""neg_frac_on_support"": 0.0}","{""aperture_sum"": 65370.39924621582, ""background"": 155.6426544189453, ""peak"": 944.3489227294922, ""centroid_x"": 73.44049963291306, ""centroid_y"": 73.4405327655477, ""fwhm"": 1.0, ""n_aperture_pix"": 113}",s_diag,3.0,0.0,0.1111111119389534,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
psr,,,,,,,lanczos2,,,"{""valid_support_pixels"": 20449, ""sci_min"": 99.96451568603516, ""sci_max"": 1099.9915771484375, ""below_input_min"": 0.0, ""above_input_max"": 0.0, ""overshoot_factor_max"": 1.0, ""undershoot_factor_min"": 1.0, ""neg_frac_on_support"": 0.0}","{""aperture_sum"": 65370.398849487305, ""background"": 155.6426544189453, ""peak"": 944.3489227294922, ""centroid_x"": 73.44049964118851, ""centroid_y"": 73.44053275468288, ""fwhm"": 1.0, ""n_aperture_pix"": 113}",current1,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
psr,,,,,,,lanczos2,,,"{""valid_support_pixels"": 20736, ""sci_min"": 99.92621612548828, ""sci_max"": 1099.48388671875, ""below_input_min"": -0.038299560546875, ""above_input_max"": -0.5076904296875, ""overshoot_factor_max"": 0.9995384597116611, ""undershoot_factor_min"": 0.9996168684429266, ""neg_frac_on_support"": 0.0}","{""aperture_sum"": 67293.19078063965, ""background"": 164.41307067871094, ""peak"": 935.0708160400391, ""centroid_x"": 73.99997581203198, ""centroid_y"": 74.00000863557986, ""fwhm"": 1.0, ""n_aperture_pix"": 113}",inv_1_over_s,0.3333333333333333,0.09703369438648224,1.2135412693023682,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
psr,,,,,,,lanczos2,,,"{""valid_support_pixels"": 20449, ""sci_min"": 99.96451568603516, ""sci_max"": 1099.9915771484375, ""below_input_min"": 0.0, ""above_input_max"": 0.0, ""overshoot_factor_max"": 1.0, ""undershoot_factor_min"": 1.0, ""neg_frac_on_support"": 0.0}","{""aperture_sum"": 65370.398849487305, ""background"": 155.6426544189453, ""peak"": 944.3489227294922, ""centroid_x"": 73.44049964118851, ""centroid_y"": 73.44053275468288, ""fwhm"": 1.0, ""n_aperture_pix"": 113}",none,,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
psr,,,,,,,lanczos2,,,"{""valid_support_pixels"": 2304, ""sci_min"": 99.96451568603516, ""sci_max"": 1099.9915771484375, ""below_input_min"": 0.0, ""above_input_max"": 0.0, ""overshoot_factor_max"": 1.0, ""undershoot_factor_min"": 1.0, ""neg_frac_on_support"": 0.0}","{""aperture_sum"": 9712.142150878906, ""background"": 0.0, ""peak"": 1099.9915771484375, ""centroid_x"": 73.99998167463852, ""centroid_y"": 74.00000575024202, ""fwhm"": null, ""n_aperture_pix"": 113}",s_diag,3.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
psr,,,,,,,lanczos3,,,"{""valid_support_pixels"": 20736, ""sci_min"": 99.96451568603516, ""sci_max"": 1099.9915771484375, ""below_input_min"": 0.0, ""above_input_max"": 0.0, ""overshoot_factor_max"": 1.0, ""undershoot_factor_min"": 1.0, ""neg_frac_on_support"": 0.0}","{""aperture_sum"": 63437.282135009766, ""background"": 178.25631713867188, ""peak"": 921.7352600097656, ""centroid_x"": 73.99997674907347, ""centroid_y"": 74.00000835132178, ""fwhm"": 1.0, ""n_aperture_pix"": 113}",current1,1.0,4.260773778241855e-08,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
psr,,,,,,,lanczos3,,,"{""valid_support_pixels"": 20736, ""sci_min"": 99.96281433105469, ""sci_max"": 1098.8482666015625, ""below_input_min"": -0.00170135498046875, ""above_input_max"": -1.143310546875, ""overshoot_factor_max"": 0.9989606188168833, ""undershoot_factor_min"": 0.9999829804109109, ""neg_frac_on_support"": 0.0}","{""aperture_sum"": 67294.6709060669, ""background"": 168.40242767333984, ""peak"": 930.4458389282227, ""centroid_x"": 73.99997509241908, ""centroid_y"": 74.00000882767041, ""fwhm"": 1.0, ""n_aperture_pix"": 113}",inv_1_over_s,0.3333333333333333,0.09080072492361069,1.2365128993988037,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
psr,,,,,,,lanczos3,,,"{""valid_support_pixels"": 20736, ""sci_min"": 99.96451568603516, ""sci_max"": 1099.9915771484375, ""below_input_min"": 0.0, ""above_input_max"": 0.0, ""overshoot_factor_max"": 1.0, ""undershoot_factor_min"": 1.0, ""neg_frac_on_support"": 0.0}","{""aperture_sum"": 63437.282135009766, ""background"": 178.25631713867188, ""peak"": 921.7352600097656, ""centroid_x"": 73.99997674907347, ""centroid_y"": 74.00000835132178, ""fwhm"": 1.0, ""n_aperture_pix"": 113}",none,,4.260773778241855e-08,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
psr,,,,,,,lanczos3,,,"{""valid_support_pixels"": 2304, ""sci_min"": 99.96451568603516, ""sci_max"": 1099.9915771484375, ""below_input_min"": 0.0, ""above_input_max"": 0.0, ""overshoot_factor_max"": 1.0, ""undershoot_factor_min"": 1.0, ""neg_frac_on_support"": 0.0}","{""aperture_sum"": 27868.423370361328, ""background"": 0.0, ""peak"": 1099.9915771484375, ""centroid_x"": 73.94207009565476, ""centroid_y"": 73.62080847560884, ""fwhm"": 1.0, ""n_aperture_pix"": 113}",s_diag,3.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
psr,,,,,,,gaussian,,,"{""valid_support_pixels"": 20449, ""sci_min"": 99.96451568603516, ""sci_max"": 1099.9915771484375, ""below_input_min"": 0.0, ""above_input_max"": 0.0, ""overshoot_factor_max"": 1.0, ""undershoot_factor_min"": 1.0, ""neg_frac_on_support"": 0.0}","{""aperture_sum"": 65370.398849487305, ""background"": 155.6426544189453, ""peak"": 944.3489227294922, ""centroid_x"": 73.44049964118851, ""centroid_y"": 73.44053275468288, ""fwhm"": 1.0, ""n_aperture_pix"": 113}",current1,1.0,0.0,0.8825273513793945,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
psr,,,,,,,gaussian,,,"{""valid_support_pixels"": 20736, ""sci_min"": 99.96984100341797, ""sci_max"": 1056.201904296875, ""below_input_min"": 0.0053253173828125, ""above_input_max"": -43.7896728515625, ""overshoot_factor_max"": 0.9601909016748286, ""undershoot_factor_min"": 1.0000532720770592, ""neg_frac_on_support"": 0.0}","{""aperture_sum"": 62705.55635070801, ""background"": 175.12437438964844, ""peak"": 881.0775299072266, ""centroid_x"": 73.99997765795345, ""centroid_y"": 74.00000831299143, ""fwhm"": 1.0, ""n_aperture_pix"": 113}",inv_1_over_s,0.3333333333333333,0.008340171538293362,0.12410672008991241,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
psr,,,,,,,gaussian,,,"{""valid_support_pixels"": 20449, ""sci_min"": 99.96451568603516, ""sci_max"": 1099.9915771484375, ""below_input_min"": 0.0, ""above_input_max"": 0.0, ""overshoot_factor_max"": 1.0, ""undershoot_factor_min"": 1.0, ""neg_frac_on_support"": 0.0}","{""aperture_sum"": 65370.398849487305, ""background"": 155.6426544189453, ""peak"": 944.3489227294922, ""centroid_x"": 73.44049964118851, ""centroid_y"": 73.44053275468288, ""fwhm"": 1.0, ""n_aperture_pix"": 113}",none,,0.0,0.8825273513793945,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
psr,,,,,,,gaussian,,,"{""valid_support_pixels"": 2304, ""sci_min"": 99.96451568603516, ""sci_max"": 1099.9915771484375, ""below_input_min"": 0.0, ""above_input_max"": 0.0, ""overshoot_factor_max"": 1.0, ""undershoot_factor_min"": 1.0, ""neg_frac_on_support"": 0.0}","{""aperture_sum"": 9712.142150878906, ""background"": 0.0, ""peak"": 1099.9915771484375, ""centroid_x"": 73.99998167463852, ""centroid_y"": 74.00000575024202, ""fwhm"": null, ""n_aperture_pix"": 113}",s_diag,3.0,0.0,7.942746162414551,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
psr,,,,,,,turbo,,,"{""valid_support_pixels"": 2304, ""sci_min"": 99.96451568603516, ""sci_max"": 1099.9915771484375, ""below_input_min"": 0.0, ""above_input_max"": 0.0, ""overshoot_factor_max"": 1.0, ""undershoot_factor_min"": 1.0, ""neg_frac_on_support"": 0.0}","{""aperture_sum"": 31628.22232055664, ""background"": 0.0, ""peak"": 1099.9915771484375, ""centroid_x"": 74.18254051453805, ""centroid_y"": 73.37729315209032, ""fwhm"": 1.0, ""n_aperture_pix"": 113}",current1,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
psr,,,,,,,turbo,,,"{""valid_support_pixels"": 20449, ""sci_min"": 99.96451568603516, ""sci_max"": 1099.9915771484375, ""below_input_min"": 0.0, ""above_input_max"": 0.0, ""overshoot_factor_max"": 1.0, ""undershoot_factor_min"": 1.0, ""neg_frac_on_support"": 0.0}","{""aperture_sum"": 65370.398849487305, ""background"": 155.6426544189453, ""peak"": 944.3489227294922, ""centroid_x"": 73.44049964118851, ""centroid_y"": 73.44053275468288, ""fwhm"": 1.0, ""n_aperture_pix"": 113}",inv_1_over_s,0.3333333333333333,0.0,0.111111119389534,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
psr,,,,,,,turbo,,,"{""valid_support_pixels"": 2304, ""sci_min"": 99.96451568603516, ""sci_max"": 1099.9915771484375, ""below_input_min"": 0.0, ""above_input_max"": 0.0, ""overshoot_factor_max"": 1.0, ""undershoot_factor_min"": 1.0, ""neg_frac_on_support"": 0.0}","{""aperture_sum"": 31628.22232055664, ""background"": 0.0, ""peak"": 1099.9915771484375, ""centroid_x"": 74.18254051453805, ""centroid_y"": 73.37729315209032, ""fwhm"": 1.0, ""n_aperture_pix"": 113}",none,,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
psr,,,,,,,turbo,,,"{""valid_support_pixels"": 2304, ""sci_min"": 99.96451568603516, ""sci_max"": 1099.9915771484375, ""below_input_min"": 0.0, ""above_input_max"": 0.0, ""overshoot_factor_max"": 1.0, ""undershoot_factor_min"": 1.0, ""neg_frac_on_support"": 0.0}","{""aperture_sum"": 9712.142150878906, ""background"": 0.0, ""peak"": 1099.9915771484375, ""centroid_x"": 73.99998167463852, ""centroid_y"": 74.00000575024202, ""fwhm"": null, ""n_aperture_pix"": 113}",s_diag,3.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
psr_estimate,,,,,,,,,,,,,,,,,0.33348371565379814,,,,,,,,,,,,,,,,,,,,,,,,,,,
