row,kernel,tag,psr_tag,psr,stats,scale,input,raw_sum,area_norm,level,input_sum,measured,expect_wt,expect_wt2,exposure,key,n_native,n_sup,n_stable,robust_wht,dom,n_eff_max,sci_eq,wht_eq,sup1_eq,sup2_eq,total_exptime,max_diff,n,sci_max,wht_max,png,stretch_params,display_mean,display_std,display_p99,flagged,frac,bg
causal,lanczos3,rot_trans,inv13,0.3333333333333333,"{""n"": 18016, ""min"": -1040.4505615234375, ""max"": 1022.3357543945312, ""p1"": -19.308448791503906, ""p5"": 0.0, ""p95"": 200.00006103515625, ""p99"": 218.97679138183594, ""neg_frac"": 0.03113898756660746, ""wht_at_min"": 0.00023347836395259947, ""wht_at_max"": 0.0019653935451060534, ""input_min"": 0.0, ""input_max"": 200.0, ""frac_outside"": 0.24184992283950618}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
causal,lanczos3,rot_trans,none,,"{""n"": 7719, ""min"": -2384.91455078125, ""max"": 388.731201171875, ""p1"": 0.0, ""p5"": 0.0, ""p95"": 200.00001525878906, ""p99"": 200.0000762939453, ""neg_frac"": 0.006995724834823164, ""wht_at_min"": 0.0009375388617627323, ""wht_at_max"": 0.017733324319124222, ""input_min"": 0.0, ""input_max"": 200.0, ""frac_outside"": 0.14327739197530864}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
causal,lanczos3,rot_trans,diag3,3.0,"{""n"": 4213, ""min"": 0.0, ""max"": 200.0, ""p1"": 0.0, ""p5"": 0.0, ""p95"": 200.0, ""p99"": 200.0, ""neg_frac"": 0.0, ""wht_at_min"": 0.004786055535078049, ""wht_at_max"": 0.000590384064707905, ""input_min"": 0.0, ""input_max"": 200.0, ""frac_outside"": 0.0}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
causal_scale,lanczos2,,,,"{""n"": 2052, ""min"": -19.381637573242188, ""max"": 263.8537292480469, ""p1"": -10.20095443725586, ""p5"": 0.0, ""p95"": 200.00003051757812, ""p99"": 210.8103485107422, ""neg_frac"": 0.02290448343079922, ""wht_at_min"": 1.0045727491378784, ""wht_at_max"": 0.254114031791687, ""input_min"": 0.0, ""input_max"": 200.0}",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
causal_scale,lanczos2,,,,"{""n"": 6240, ""min"": -804.0690307617188, ""max"": 1757.441162109375, ""p1"": 0.0, ""p5"": 0.0, ""p95"": 200.00001525878906, ""p99"": 200.00018310546875, ""neg_frac"": 0.008493589743589743, ""wht_at_min"": 0.0020845942199230194, ""wht_at_max"": 0.01116105355322361, ""input_min"": 0.0, ""input_max"": 200.0}",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
causal_scale,lanczos2,,,,"{""n"": 7728, ""min"": -46.325225830078125, ""max"": 280.61968994140625, ""p1"": 0.0, ""p5"": 0.0, ""p95"": 200.0, ""p99"": 200.00001525878906, ""neg_frac"": 0.0009057971014492754, ""wht_at_min"": 0.018765361979603767, ""wht_at_max"": 0.01293562725186348, ""input_min"": 0.0, ""input_max"": 200.0}",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
causal_scale,lanczos2,,,,"{""n"": 13248, ""min"": -132.2595672607422, ""max"": 618.2900390625, ""p1"": 0.0, ""p5"": 0.0, ""p95"": 200.0, ""p99"": 200.0, ""neg_frac"": 0.00022644927536231884, ""wht_at_min"": 0.0013710963539779186, ""wht_at_max"": 0.00027565244818106294, ""input_min"": 0.0, ""input_max"": 200.0}",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
causal_scale,lanczos3,,,,"{""n"": 2102, ""min"": -28.2060604095459, ""max"": 303.8912353515625, ""p1"": -17.938697814941406, ""p5"": 0.0, ""p95"": 200.0000457763672, ""p99"": 218.9398956298828, ""neg_frac"": 0.03235014272121789, ""wht_at_min"": 0.989020824432373, ""wht_at_max"": 0.00962294451892376, ""input_min"": 0.0, ""input_max"": 200.0}",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
causal_scale,lanczos3,,,,"{""n"": 6104, ""min"": -472.48455810546875, ""max"": 2969.612548828125, ""p1"": -0.9820582270622253, ""p5"": 0.0, ""p95"": 200.00003051757812, ""p99"": 200.69029235839844, ""neg_frac"": 0.012778505897771953, ""wht_at_min"": 0.06562457233667374, ""wht_at_max"": 0.006655946373939514, ""input_min"": 0.0, ""input_max"": 200.0}",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
causal_scale,lanczos3,,,,"{""n"": 8098, ""min"": -1109.1407470703125, ""max"": 7795.564453125, ""p1"": 0.0, ""p5"": 0.0, ""p95"": 200.00001525878906, ""p99"": 200.0000762939453, ""neg_frac"": 0.007409236848604593, ""wht_at_min"": 0.0016326969489455223, ""wht_at_max"": 0.0006528581725433469, ""input_min"": 0.0, ""input_max"": 200.0}",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
causal_scale,lanczos3,,,,"{""n"": 17797, ""min"": -11365.3994140625, ""max"": 711.028076171875, ""p1"": 0.0, ""p5"": 0.0, ""p95"": 200.00001525878906, ""p99"": 200.00003051757812, ""neg_frac"": 0.003652300949598247, ""wht_at_min"": 0.0001431130658602342, ""wht_at_max"": 0.002541033551096916, ""input_min"": 0.0, ""input_max"": 200.0}",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iscale,,i1,,,,1,const,102400.0,102400.0,100.0,102400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iscale,,i1,,,,1,iso,9.047786712646484,9.047786712646484,0.002208932302892208,9.047786712646484,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iscale,,i_1os2,,,,1,const,102400.0,102400.0,100.0,102400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iscale,,i_1os2,,,,1,iso,9.047786712646484,9.047786712646484,0.002208932302892208,9.047786712646484,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iscale,,i_s2,,,,1,const,102400.0,102400.0,100.0,102400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iscale,,i_s2,,,,1,iso,9.047786712646484,9.047786712646484,0.002208932302892208,9.047786712646484,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iscale,,i1,,,,2,const,409600.0,102400.0,100.0,102400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iscale,,i1,,,,2,iso,36.19114685058594,9.047786712646484,0.002208932302892208,9.047786712646484,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iscale,,i_1os2,,,,2,const,102400.0,25600.0,25.0,102400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iscale,,i_1os2,,,,2,iso,9.047786712646484,2.261946678161621,0.000552233075723052,9.047786712646484,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iscale,,i_s2,,,,2,const,1638400.0,409600.0,400.0,102400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iscale,,i_s2,,,,2,iso,144.76458740234375,36.19114685058594,0.008835729211568832,9.047786712646484,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iscale,,i1,,,,3,const,902500.0,100277.77777777778,100.0,102400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iscale,,i1,,,,3,iso,81.43008422851562,9.047787136501736,0.002232123166322708,9.047786712646484,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iscale,,i_1os2,,,,3,const,100277.796875,11141.977430555555,11.111113548278809,102400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iscale,,i_1os2,,,,3,iso,9.0477876663208,1.0053097407023113,0.0002480137045495212,9.047786712646484,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iscale,,i_s2,,,,3,const,8122500.0,902500.0,900.0,102400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iscale,,i_s2,,,,3,iso,732.8706665039062,81.43007405598958,0.020089106634259224,9.047786712646484,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iscale,,i1,,,,4,const,1612900.0,100806.25,100.0,102400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iscale,,i1,,,,4,iso,144.76458740234375,9.047786712646484,0.002226291224360466,9.047786712646484,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iscale,,i_1os2,,,,4,const,100806.25,6300.390625,6.25,102400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iscale,,i_1os2,,,,4,iso,9.047786712646484,0.5654866695404053,0.00013914320152252913,9.047786712646484,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iscale,,i_s2,,,,4,const,25806400.0,1612900.0,1600.0,102400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iscale,,i_s2,,,,4,iso,2316.2333984375,144.76458740234375,0.035620659589767456,9.047786712646484,,,,,,,,,,,,,,,,,,,,,,,,,,,,
exposure_estimator,,,,,,1,,,,,,141.66665649414062,141.66666666666666,160.71428571428572,,,,,,,,,,,,,,,,,,,,,,,,,
exposure_estimator,,,,,,3,,,,,,141.66664123535156,141.66666666666666,160.71428571428572,,,,,,,,,,,,,,,,,,,,,,,,,
quality_weight,square,,,,,,,,,,,17.0,,,same,,,,,,,,,,,,,,,,,,,,,,,,
quality_weight,square,,,,,,,,,,,18.846155166625977,,,mixed,,,,,,,,,,,,,,,,,,,,,,,,
quality_weight,lanczos2,,,,,,,,,,,17.0,,,same,,,,,,,,,,,,,,,,,,,,,,,,
quality_weight,lanczos2,,,,,,,,,,,18.846155166625977,,,mixed,,,,,,,,,,,,,,,,,,,,,,,,
quality_weight,lanczos3,,,,,,,,,,,17.0,,,same,,,,,,,,,,,,,,,,,,,,,,,,
quality_weight,lanczos3,,,,,,,,,,,18.846158981323242,,,mixed,,,,,,,,,,,,,,,,,,,,,,,,
support_masks,,rot_edge,,,,,,,,,,,,,,path_lanczos2,7728,17862,7625,0.7608988881111145,"{""n"": 7728, ""min"": -46.325225830078125, ""max"": 280.61968994140625, ""p1"": 0.0, ""p5"": 0.0, ""p95"": 200.0, ""p99"": 200.00001525878906, ""neg_frac"": 0.0009057971014492754, ""wht_at_min"": 0.018765361979603767, ""wht_at_max"": 0.01293562725186348}",,,,,,,,,,,,,,,,,,
support_masks,,rot_edge,,,,,,,,,,,,,,path_lanczos3,8098,17862,7952,0.7743531465530396,"{""n"": 8098, ""min"": -1109.1407470703125, ""max"": 7795.564453125, ""p1"": 0.0, ""p5"": 0.0, ""p95"": 200.00001525878906, ""p99"": 200.0000762939453, ""neg_frac"": 0.007409236848604593, ""wht_at_min"": 0.0016326969489455223, ""wht_at_max"": 0.0006528581725433469}",,,,,,,,,,,,,,,,,,
support_masks,,full_star,,,,,,,,,,,,,,full_square,20449,20449,20449,0.1111111119389534,"{""n"": 20449, ""min"": 99.96451568603516, ""max"": 1099.9915771484375, ""p1"": 99.97581481933594, ""p5"": 99.9840087890625, ""p95"": 100.2908706665039, ""p99"": 269.02911376953125, ""neg_frac"": 0.0, ""wht_at_min"": 0.1111111119389534, ""wht_at_max"": 0.1111111119389534}",,,,,,,,,,,,,,,,,,
support_masks,,full_star,,,,,,,,,,,,,,full_lanczos2,20449,20449,2304,1.0,"{""n"": 20449, ""min"": 99.96451568603516, ""max"": 1099.9915771484375, ""p1"": 99.97581481933594, ""p5"": 99.9840087890625, ""p95"": 100.2908706665039, ""p99"": 269.02911376953125, ""neg_frac"": 0.0, ""wht_at_min"": 4.0690758851269493e-07, ""wht_at_max"": 4.0690758851269493e-07}",,,,,,,,,,,,,,,,,,
support_masks,,full_star,,,,,,,,,,,,,,full_lanczos3,20736,20449,11328,1.0,"{""n"": 20736, ""min"": 99.96451568603516, ""max"": 1099.9915771484375, ""p1"": 99.98101043701172, ""p5"": 99.9871597290039, ""p95"": 100.37217712402344, ""p99"": 282.7976989746094, ""neg_frac"": 0.0, ""wht_at_min"": 1.0, ""wht_at_max"": 1.0}",,,,,,,,,,,,,,,,,,
support_multiframe,,,,,,,,,,,,,,,,rot3frames,,,,,,0.25925934314727783,,,,,,,,,,,,,,,,,
support_resume,square,,,,,,,,,,,,,,,,,,,,,,True,True,True,True,15.0,0.0,,,,,,,,,,,
support_resume,lanczos2,,,,,,,,,,,,,,,,,,,,,,True,True,True,True,15.0,0.0,,,,,,,,,,,
repeat,square,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,505.0,0.1111111119389534,,,,,,,,
repeat,square,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,505.0,0.2222222238779068,,,,,,,,
repeat,square,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,505.0,0.4444444477558136,,,,,,,,
repeat,square,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,504.9997863769531,1.777778148651123,,,,,,,,
repeat,square,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,504.99957275390625,7.111114025115967,,,,,,,,
repeat,lanczos2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,505.0,1.0,,,,,,,,
repeat,lanczos2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,505.0,2.0,,,,,,,,
repeat,lanczos2,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,505.0,4.0,,,,,,,,
repeat,lanczos2,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,505.0001525878906,16.0,,,,,,,,
repeat,lanczos2,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,505.00018310546875,64.0,,,,,,,,
repeat,lanczos3,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,505.0,1.0,,,,,,,,
repeat,lanczos3,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,505.0,2.0,,,,,,,,
repeat,lanczos3,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,505.0,4.0,,,,,,,,
repeat,lanczos3,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,505.0,16.0,,,,,,,,
repeat,lanczos3,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,505.0,64.0,,,,,,,,
dither_inv_geometry,lanczos2,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,520.9260864257812,,,,,,,,,
dither_inv_geometry,lanczos3,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,539.0296020507812,,,,,,,,,
preview_witness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/home/tristan/.openclaw/workspace/projects/zeseestarstacker/research/drizzle_contract/rework2/artifacts/preview_pathological_lanczos3_rot.png,"{""negative_fraction"": 0.008150077160493827, ""zero_fraction"": 0.5390625, ""basis"": ""signed_inclusive"", ""black_point"": 0.0, ""white_point"": 200.0000762939453, ""secondary"": [-0.0038166178856045008, 1.0061779022216797], ""zero_fraction_out"": 0.005015432098765432, ""output_range"": [0.0, 1.0]}",113.19892939814815,125.6483733124333,253.0,,,
detector,,rot_edge,,,,4.5245361328125e-05,,,,,,,,,,path_lanczos2,,,,,,,,,,,,,,,,,,,,,3821,0.49443581780538304,199.99998474121094
detector,,rot_edge,,,,1.0277144485473633,,,,,,,,,,path_lanczos3,,,,,,,,,,,,,,,,,,,,,3983,0.49184983946653493,199.99990844726562
detector,,full_star,,,,0.011130358886718749,,,,,,,,,,full_square,,,,,,,,,,,,,,,,,,,,,909,0.04445205144505844,100.00080108642578
detector,,full_star,,,,0.011130358886718749,,,,,,,,,,full_lanczos2,,,,,,,,,,,,,,,,,,,,,909,0.04445205144505844,100.00080108642578
detector,,full_star,,,,0.008630552673339844,,,,,,,,,,full_lanczos3,,,,,,,,,,,,,,,,,,,,,1022,0.04928626543209876,100.00059509277344
