key,kernel,scale,input,weighting,n_frames,pixel_scale_ratio,iscale,exptime,pixfrac,positive_support_fraction,sci_on_support_mean,sci_on_support_neg_fraction,sci_on_support_extreme_p99_abs,sci_min,sci_max,sci_mean,sci_median,sci_p1,sci_p5,sci_p95,sci_p99,sci_negative_fraction,sci_positive_fraction,sci_zero_fraction,sci_nonfinite_fraction,wht_min,wht_max,wht_mean,wht_median,wht_p1,wht_p5,wht_p95,wht_p99,wht_negative_fraction,wht_positive_fraction,wht_zero_fraction,wht_nonfinite_fraction
turbo_s4_B,turbo,4,B,off,1,,1.0,1.0,1.0,0.0625,3.9269027709960938,0.484375,62.176727294921875,-0.03548805043101311,999.9915161132812,0.245431431547333,0.0,-0.010157841006293893,0.0,0.0,0.011731512788683214,0.0302734375,0.0322265625,0.9375,0.0,0.0,1.0,0.0625,0.0,0.0,0.0,1.0,1.0,0.0,0.0625,0.9375,0.0
gaussian_s1_A,gaussian,1,A,off,1,,1.0,1.0,1.0,1.0,99.99726104736328,0.0,100.0549545288086,99.91108703613281,100.07523345947266,99.99726275354624,99.99772644042969,99.93679450988769,99.9554817199707,100.03591995239258,100.05495376586914,0.0,1.0,0.0,0.0,0.22236430644989014,0.8894571661949158,0.8616658551618457,0.8894571661949158,0.4447286128997803,0.4447286128997803,0.8894571661949158,0.8894571661949158,0.0,1.0,0.0,0.0
gaussian_s1_B,gaussian,1,B,off,1,,1.0,1.0,1.0,1.0,3.9268689155578613,0.4822048611111111,123.95975494384766,-0.022807231172919273,725.6771240234375,3.926869177052685,0.0002725018421187997,-0.012674437128007412,-0.008557857666164636,0.017060252465307617,123.95975402830929,0.4822048611111111,0.5177951388888888,0.0,0.0,0.22236430644989014,0.8894571661949158,0.8708806153800752,0.8894571661949158,0.4447286128997803,0.8877265453338623,0.8894571661949158,0.8894571661949158,0.0,1.0,0.0,0.0
gaussian_s2_A,gaussian,2,A,off,1,,1.0,1.0,1.0,1.0,99.99739074707031,0.0,100.0877685546875,99.8050308227539,100.15330505371094,99.99739540368319,99.99795150756836,99.90583992004395,99.93679618835449,100.05715942382812,100.08776741027832,0.0,1.0,0.0,0.0,0.003447697963565588,0.8825273513793945,0.2782713166055828,0.11032112687826157,0.006895395927131176,0.013790791854262352,0.8825273513793945,0.8825273513793945,0.0,1.0,0.0,0.0
gaussian_s2_B,gaussian,2,B,off,1,,1.0,1.0,1.0,1.0,3.9268858432769775,0.4845920138888889,103.62528991699219,-0.03548805043101311,999.9915161132812,3.9268861237385844,0.00032054226903710514,-0.018672214541584253,-0.012484026374295354,0.021193305030465126,103.62529106140137,0.4845920138888889,0.5154079861111112,0.0,0.0,0.003447697963565588,0.8825273513793945,0.27859405710331786,0.11032112687826157,0.006895395927131176,0.013790791854262352,0.8825273513793945,0.8825273513793945,0.0,1.0,0.0,0.0
gaussian_s3_A,gaussian,3,A,off,1,,1.0,1.0,1.0,1.0,99.99744415283203,0.0,100.0963363647461,99.8050308227539,100.15330505371094,99.99744362052944,99.99761199951172,99.89823913574219,99.93143463134766,100.06489562988281,100.0963363647461,0.0,1.0,0.0,0.0,3.3672899917291943e-06,0.22063705325126648,0.09881656448253201,0.0017238897271454334,1.3469159966916777e-05,1.3469159966916777e-05,0.22063705325126648,0.22063705325126648,0.0,1.0,0.0,0.0
gaussian_s3_B,gaussian,3,B,off,1,,1.0,1.0,1.0,1.0,3.926891565322876,0.4848090277777778,103.62248229980469,-0.03548805043101311,999.9915161132812,3.9268917807123827,0.0003392818325664848,-0.020190458744764328,-0.013786052353680134,0.02178712747991085,103.62248191833497,0.4848090277777778,0.5151909722222222,0.0,0.0,3.3672899917291943e-06,0.22063705325126648,0.09882057035433128,0.0017238897271454334,1.3469159966916777e-05,1.3469159966916777e-05,0.22063705325126648,0.22063705325126648,0.0,1.0,0.0,0.0
gaussian_s4_A,gaussian,4,A,off,1,,1.0,1.0,1.0,0.5625,99.99754333496094,0.0,100.11136627197266,0.0,100.15330505371094,56.24861660040915,99.93952178955078,0.0,0.0,100.06464385986328,100.09992218017578,0.0,0.5625,0.4375,0.0,0.0,0.8825273513793945,0.06981002481188625,0.003447697963565588,0.0,0.0,0.8825273513793945,0.8825273513793945,0.0,0.5625,0.4375,0.0
gaussian_s4_B,gaussian,4,B,off,1,,1.0,1.0,1.0,0.5625,3.9269027709960938,0.484375,62.17692565917969,-0.03548805043101311,999.9915161132812,2.208882883925997,0.0,-0.021142341662198305,-0.013434522785246372,0.016901765018701553,10.952577924728397,0.2724609375,0.2900390625,0.4375,0.0,0.0,0.8825273513793945,0.06981002481188625,0.003447697963565588,0.0,0.0,0.8825273513793945,0.8825273513793945,0.0,0.5625,0.4375,0.0
square_s3_C,square,3,C,off,1,,1.0,1.0,1.0,1.0,101.04166412353516,0.0,200.00001525878906,0.0,200.00001525878906,101.04167077276442,150.00000381469727,0.0,0.0,200.00001525878906,200.00001525878906,0.0,0.5104166666666666,0.4895833333333333,0.0,0.02777777798473835,0.1111111119389534,0.10995671860473522,0.1111111119389534,0.0555555559694767,0.1111111119389534,0.1111111119389534,0.1111111119389534,0.0,1.0,0.0,0.0
